KEY,FREQ,REF_AREA,CURRENCY,PROVIDER_FM,INSTRUMENT_FM,PROVIDER_FM_ID,DATA_TYPE_FM,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_CONF,OBS_PRE_BREAK,OBS_COM,TIME_FORMAT,BREAKS,COLLECTION,COMPILING_ORG,DISS_ORG,DOM_SER_IDS,FM_CONTRACT_TIME,FM_COUPON_RATE,FM_IDENTIFIER,FM_LOT_SIZE,FM_MATURITY,FM_OUTS_AMOUNT,FM_PUT_CALL,FM_STRIKE_PRICE,PUBL_MU,PUBL_PUBLIC,UNIT_INDEX_BASE,COMPILATION,COVERAGE,DECIMALS,SOURCE_AGENCY,SOURCE_PUB,TITLE,TITLE_COMPL,UNIT,UNIT_MULT
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_2Y2M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_2Y2M,2023-10-20,3.4040642482,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 2-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 2-year 2-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_2Y3M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_2Y3M,2023-10-20,3.3947122579,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 2-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 2-year 3-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_2Y4M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_2Y4M,2023-10-20,3.3862873283,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 2-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 2-year 4-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_2Y5M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_2Y5M,2023-10-20,3.3787534016,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 2-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 2-year 5-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_2Y6M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_2Y6M,2023-10-20,3.3720734229,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 2-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 2-year 6-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_2Y7M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_2Y7M,2023-10-20,3.3662098469,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 2-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 2-year 7-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_2Y8M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_2Y8M,2023-10-20,3.3611250519,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 2-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 2-year 8-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_2Y9M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_2Y9M,2023-10-20,3.3567816761,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 2-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 2-year 9-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_30Y,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_30Y,2023-10-20,3.9738151577,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 30-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 30-year maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3M,2023-10-20,3.8253795223,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-month maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-month maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3Y,2023-10-20,3.3478356144,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-year maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y10M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3Y10M,2023-10-20,3.352376938,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-year 10-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y11M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3Y11M,2023-10-20,3.3550180129,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-year 11-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y1M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3Y1M,2023-10-20,3.3460978022,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-year 1-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y2M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3Y2M,2023-10-20,3.3449261366,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-year 2-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y3M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3Y3M,2023-10-20,3.3442887899,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-year 3-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y4M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3Y4M,2023-10-20,3.344155169,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-year 4-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y5M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3Y5M,2023-10-20,3.3444959384,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-year 5-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y6M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3Y6M,2023-10-20,3.3452830283,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-year 6-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y7M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3Y7M,2023-10-20,3.3464896291,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-year 7-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y8M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3Y8M,2023-10-20,3.3480901766,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-year 8-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_3Y9M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_3Y9M,2023-10-20,3.3500603292,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 3-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 3-year 9-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4M,2023-10-20,3.8130493848,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4Y,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4Y,2023-10-20,3.3579626849,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-year maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4Y10M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4Y10M,2023-10-20,3.400234088,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-year 10-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4Y11M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4Y11M,2023-10-20,3.4054196878,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-year 11-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4Y1M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4Y1M,2023-10-20,3.3611911659,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-year 1-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4Y2M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4Y2M,2023-10-20,3.3646847064,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-year 2-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4Y3M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4Y3M,2023-10-20,3.3684255533,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-year 3-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4Y4M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4Y4M,2023-10-20,3.3723969059,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-year 4-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4Y5M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4Y5M,2023-10-20,3.376582873,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-year 5-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4Y6M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4Y6M,2023-10-20,3.3809684303,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-year 6-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4Y7M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4Y7M,2023-10-20,3.3855393781,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-year 7-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4Y8M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4Y8M,2023-10-20,3.3902823008,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-year 8-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_4Y9M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_4Y9M,2023-10-20,3.3951845262,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 4-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 4-year 9-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5M,2023-10-20,3.7970376752,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5Y,2023-10-20,3.4107306599,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-year maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y10M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5Y10M,2023-10-20,3.4687778083,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-year 10-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y11M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5Y11M,2023-10-20,3.4749136453,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-year 11-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y1M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5Y1M,2023-10-20,3.4161569371,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-year 1-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-year 1-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y2M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5Y2M,2023-10-20,3.421689018,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-year 2-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-year 2-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y3M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5Y3M,2023-10-20,3.4273179355,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-year 3-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-year 3-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y4M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5Y4M,2023-10-20,3.4330352278,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-year 4-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-year 4-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y5M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5Y5M,2023-10-20,3.4388329097,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-year 5-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-year 5-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y6M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5Y6M,2023-10-20,3.4447034462,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-year 6-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-year 6-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y7M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5Y7M,2023-10-20,3.450639727,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-year 7-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-year 7-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y8M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5Y8M,2023-10-20,3.4566350426,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-year 8-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-year 8-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_5Y9M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_5Y9M,2023-10-20,3.4626830613,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 5-year 9-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 5-year 9-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_6M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_6M,2023-10-20,3.7782464014,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 6-month maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 6-month maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_6Y,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_6Y,2023-10-20,3.4810852509,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 6-year maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 6-year maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_6Y10M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_6Y10M,2023-10-20,3.5437916684,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 6-year 10-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 6-year 10-month residual maturity - provided by ECB",PCPA,0
YC.B.U2.EUR.4F.G_N_C.SV_C_YM.SR_6Y11M,B,U2,EUR,4F,G_N_C,SV_C_YM,SR_6Y11M,2023-10-20,3.5500801679,A,F,,,P1D,,E,,,,,,,,,,,,,,,,,6,,,"Yield curve spot rate, 6-year 11-month residual maturity - Government bond, nominal, all issuers all ratings included - Euro area (changing composition)","Euro area (changing composition) - Government bond, nominal, all issuers all ratings included - Svensson model - continuous compounding - yield error minimisation - Yield curve spot rate, 6-year 11-month residual maturity - provided by ECB",PCPA,0
